,Gender,FirstVisitAge,CIndU,Hematocrit_Avg_preclinical,Hematocrit_Avg_acute,Hematocrit_Avg_chronic,LymphocytesPercentage_Avg_preclinical,LymphocytesPercentage_Avg_acute,LymphocytesPercentage_Avg_chronic,NeutrophilsPercentage_Avg_preclinical,NeutrophilsPercentage_Avg_acute,NeutrophilsPercentage_Avg_chronic,MonocytesPercentage_Avg_preclinical,MonocytesPercentage_Avg_acute,MonocytesPercentage_Avg_chronic,MeanCorpuscularHemoglobinConcentration_Avg_preclinical,MeanCorpuscularHemoglobinConcentration_Avg_acute,MeanCorpuscularHemoglobinConcentration_Avg_chronic,PlateletCount_Avg_preclinical,PlateletCount_Avg_acute,PlateletCount_Avg_chronic,WhiteBloodCellCount_Avg_preclinical,WhiteBloodCellCount_Avg_acute,WhiteBloodCellCount_Avg_chronic,MeanCorpuscularHemoglobin_Avg_preclinical,MeanCorpuscularHemoglobin_Avg_acute,MeanCorpuscularHemoglobin_Avg_chronic,MeanCorpuscularVolume_Avg_preclinical,MeanCorpuscularVolume_Avg_acute,MeanCorpuscularVolume_Avg_chronic,RedBloodCellCount_Avg_preclinical,RedBloodCellCount_Avg_acute,RedBloodCellCount_Avg_chronic,Hemoglobin_Avg_preclinical,Hemoglobin_Avg_acute,Hemoglobin_Avg_chronic,EosinophilsPercentage_Avg_preclinical,EosinophilsPercentage_Avg_acute,EosinophilsPercentage_Avg_chronic,BasophilsPercentage_Avg_preclinical,BasophilsPercentage_Avg_acute,BasophilsPercentage_Avg_chronic,AbsoluteNeutrophilCount_Avg_preclinical,AbsoluteNeutrophilCount_Avg_acute,AbsoluteNeutrophilCount_Avg_chronic,AbsoluteMonocyteCount_Avg_preclinical,AbsoluteMonocyteCount_Avg_acute,AbsoluteMonocyteCount_Avg_chronic,AbsoluteEosinophilCount_Avg_preclinical,AbsoluteEosinophilCount_Avg_acute,AbsoluteEosinophilCount_Avg_chronic,AbsoluteBasophilCount_Avg_preclinical,AbsoluteBasophilCount_Avg_acute,AbsoluteBasophilCount_Avg_chronic,AbsoluteLymphocyteCount_Avg_preclinical,AbsoluteLymphocyteCount_Avg_acute,AbsoluteLymphocyteCount_Avg_chronic,MeanPlateletVolume_Avg_preclinical,MeanPlateletVolume_Avg_acute,MeanPlateletVolume_Avg_chronic,PlateletDistributionWidth_Avg_preclinical,PlateletDistributionWidth_Avg_acute,PlateletDistributionWidth_Avg_chronic,Plateletcrit_Avg_preclinical,Plateletcrit_Avg_acute,Plateletcrit_Avg_chronic,RedCellDistributionWidth_Avg_preclinical,RedCellDistributionWidth_Avg_acute,RedCellDistributionWidth_Avg_chronic,RedCellDistributionWidthCV_Avg_preclinical,RedCellDistributionWidthCV_Avg_acute,RedCellDistributionWidthCV_Avg_chronic,EosinophilCountAbsolute_Avg_preclinical,EosinophilCountAbsolute_Avg_acute,EosinophilCountAbsolute_Avg_chronic,CReactiveProtein_Avg_preclinical,CReactiveProtein_Avg_acute,CReactiveProtein_Avg_chronic,ImmunoglobulinE_Avg_acute,ImmunoglobulinE_Avg_chronic,Total25HydroxyVitaminD_Avg_acute,Total25HydroxyVitaminD_Avg_chronic,ImmunoglobulinG_Avg_acute,ImmunoglobulinG_Avg_chronic,ImmunoglobulinA_Avg_acute,ImmunoglobulinA_Avg_chronic,ImmunoglobulinM_Avg_acute,ImmunoglobulinM_Avg_chronic,ThyroglobulinAntibody_Avg_acute,ThyroglobulinAntibody_Avg_chronic,ThyroidStimulatingHormone_Avg_acute,ThyroidStimulatingHormone_Avg_chronic,TotalTriiodothyronine_Avg_acute,TotalTriiodothyronine_Avg_chronic,TotalThyroxine_Avg_acute,TotalThyroxine_Avg_chronic,FreeTriiodothyronine_Avg_acute,FreeTriiodothyronine_Avg_chronic,FreeThyroxine_Avg_acute,FreeThyroxine_Avg_chronic,ReverseTriiodothyronine_Avg_acute,ReverseTriiodothyronine_Avg_chronic,ANA1to40_Avg_preclinical,ANA1to40_Avg_acute,ANA1to40_Avg_chronic,ANA1to80_Avg_preclinical,ANA1to80_Avg_acute,ANA1to80_Avg_chronic,ANANuclearPattern_Avg_acute,ANANuclearPattern_Avg_chronic,SMRNP_Avg_acute,SMRNP_Avg_chronic,AntiScl70_Avg_acute,AntiScl70_Avg_chronic,AntiSSA_Avg_acute,AntiSSA_Avg_chronic,AntiSSB_Avg_acute,AntiSSB_Avg_chronic,AntiJo1_Avg_acute,AntiJo1_Avg_chronic,AntiDoubleStrandedDNA_Avg_acute,AntiDoubleStrandedDNA_Avg_chronic,AntiSM_Avg_acute,AntiSM_Avg_chronic,Nucleosome_Avg_acute,Nucleosome_Avg_chronic,AntiM2_Avg_acute,AntiM2_Avg_chronic,ProliferatingCellNuclearAntigen_Avg_acute,ProliferatingCellNuclearAntigen_Avg_chronic,RibosomalPProtein_Avg_acute,RibosomalPProtein_Avg_chronic,PMScl_Avg_acute,PMScl_Avg_chronic,Histone_Avg_acute,Histone_Avg_chronic,CentromereProteinB_Avg_acute,CentromereProteinB_Avg_chronic,Ro52_Avg_acute,Ro52_Avg_chronic,ThrombinTime_Avg_preclinical,ThrombinTime_Avg_chronic,PartialThromboplastinTime_Avg_preclinical,PartialThromboplastinTime_Avg_chronic,ProthrombinTime_Avg_preclinical,ProthrombinTime_Avg_chronic,ProthrombinTimeINR_Avg_preclinical,ProthrombinTimeINR_Avg_chronic,UrinepH_Avg_preclinical,UrinepH_Avg_acute,UrinepH_Avg_chronic,UrineProtein_Avg_preclinical,UrineSpecificGravity_Avg_preclinical,UrineSpecificGravity_Avg_acute,UrineSpecificGravity_Avg_chronic,Urobilin_Avg_preclinical,UrineKetones_Avg_preclinical,UrineNitrites_Avg_preclinical,Milk_Avg_acute,Milk_Avg_chronic,Cockroach_Avg_acute,Cockroach_Avg_chronic,EggWhite_Avg_acute,EggWhite_Avg_chronic,CatDander_Avg_acute,CatDander_Avg_chronic,DogDander_Avg_acute,DogDander_Avg_chronic,Ragweed_Avg_acute,Ragweed_Avg_chronic,RyeGrass_Avg_acute,RyeGrass_Avg_chronic,Pineapple_Avg_preclinical,Pineapple_Avg_chronic,Cod_Avg_preclinical,Shrimp_Avg_preclinical,Shrimp_Avg_acute,Shrimp_Avg_chronic,Beef_Avg_preclinical,Beef_Avg_acute,Beef_Avg_chronic,Mango_Avg_acute,Peanut_Avg_preclinical,Peanut_Avg_acute,Peanut_Avg_chronic,Cashew_Avg_preclinical,Cashew_Avg_acute,Cashew_Avg_chronic,Lamb_Avg_preclinical,Lamb_Avg_chronic,Soy_Avg_preclinical,Soy_Avg_acute,Soy_Avg_chronic,HouseDust_Avg_preclinical,DustMites_Avg_preclinical,DustMites_Avg_acute,DustMites_Avg_chronic,LobsterScallop_Avg_preclinical,LobsterScallop_Avg_acute,LobsterScallop_Avg_chronic,Shellfish_Avg_preclinical,Shellfish_Avg_acute,Shellfish_Avg_chronic,Amaranth_Avg_preclinical,MoldCombination_Avg_preclinical,MoldCombination_Avg_acute,MoldCombination_Avg_chronic,Mulberry_Avg_acute,TreePollenCombination_Avg_preclinical,TreePollenCombination_Avg_acute,TreePollenCombination_Avg_chronic,Crab_Avg_preclinical,Crab_Avg_acute,Crab_Avg_chronic,MixedGrasses_Avg_preclinical,MixedGrasses_Avg_acute,MixedGrasses_Avg_chronic,Mugwort_Avg_acute,Mugwort_Avg_chronic,Salmon_Avg_preclinical
4,16,2,89,2,1,89,2,13,1,1,2,1,1,1,1,2,1,1,32,1,1,27,1,9,18,1,1,1,2,1,1,1,13,1,1,1,1,1,1,1,1,1,1,29,27,1,1,89,2,1,1,2,1,32,1,1,1,2,3,1,9,1,1,1,1,39,1,2,1,89,1,1,1,5,1,1,1,1,1,1,32,2,89,89,89,89,89,32,89,89,89,24,7,1,18,1,89,23,3,1,2,89,89,39,89,89,89,89,89,89,10,1,1,89,36,1,89,1,1,1,89,1,20,1,2,1,89,1,39,39,1,1,1,35,89,1,89,89,16,1,1,89,89,89,89,89,2,21,23,89,89,89,89,89,32,89,89,89,25,5,89,89,5,11,19,1,39,89,89,89,89,89,89,89,89,89,89,89,28,89,89,89,89,89,89,89,89,89,89,89,89,89,89,14,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
1,19,1,5,2,1,90,1,1,1,1,2,2,1,1,9,14,1,1,1,1,1,2,1,2,16,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,2,8,90,1,1,37,1,1,1,37,1,90,1,1,5,1,1,1,2,1,1,27,1,90,1,2,19,90,1,1,1,1,1,1,1,1,2,1,90,2,90,90,90,42,25,90,90,34,25,37,37,1,30,1,90,30,3,1,11,90,30,90,90,90,90,90,90,90,8,1,2,90,42,1,16,1,1,1,30,1,90,1,1,1,20,37,90,90,1,1,1,90,90,1,90,90,30,1,12,90,90,90,90,25,11,6,2,14,90,90,17,90,90,90,90,90,2,3,90,90,34,90,21,1,90,90,90,90,23,42,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,42,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
5,2,2,26,1,1,76,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,14,76,1,1,76,1,1,1,5,1,11,1,1,1,1,2,1,2,1,1,1,1,76,1,2,5,76,1,1,1,2,1,1,1,1,1,1,23,23,76,76,76,76,76,76,76,12,76,18,76,1,20,1,76,9,1,1,2,76,76,76,76,76,76,76,76,76,26,1,1,76,10,1,5,1,1,1,1,1,20,1,1,1,76,2,76,76,1,1,1,8,76,1,76,76,3,1,2,76,76,76,17,2,23,2,2,26,76,76,19,76,76,76,76,76,5,76,14,76,26,16,2,1,2,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
2,22,1,5,1,1,83,1,1,1,1,1,1,1,1,1,1,1,1,23,1,1,11,1,2,1,1,1,5,1,1,1,1,17,1,1,1,1,1,1,1,1,1,2,8,29,1,1,14,2,1,1,1,1,83,1,1,1,1,1,1,2,1,1,29,1,83,1,2,14,83,1,1,1,1,1,1,1,1,83,1,83,11,83,83,32,83,83,17,83,29,83,29,1,1,23,1,17,83,13,1,21,83,83,83,83,83,83,83,83,83,83,1,3,83,8,1,83,1,1,1,1,1,83,1,2,1,83,1,83,27,1,1,1,83,83,1,83,83,1,1,17,83,83,83,83,33,20,8,83,2,83,83,83,83,83,83,83,83,83,5,83,83,2,25,2,1,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,11,25,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
3,81,7,81,1,2,30,1,12,1,1,1,7,1,1,1,2,1,1,16,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,27,27,1,1,81,1,1,1,1,1,81,1,1,1,4,1,1,2,1,1,2,1,81,1,27,2,20,1,1,1,3,1,1,1,1,1,1,27,2,81,81,81,24,16,2,81,81,81,81,30,1,81,1,81,81,2,1,2,81,81,81,81,81,81,81,81,81,4,1,1,81,23,1,81,1,1,1,12,1,81,1,1,1,81,2,81,81,1,1,1,1,81,1,81,81,14,1,20,81,81,81,27,81,2,7,81,11,81,81,2,81,81,81,81,81,16,9,22,81,10,81,81,1,18,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,20,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
8,17,2,2,1,1,25,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,4,1,2,7,1,5,1,2,1,1,1,85,1,1,1,1,1,1,1,1,1,1,28,85,1,1,18,1,1,1,85,1,85,1,1,1,2,1,1,1,1,1,2,1,85,1,21,14,27,1,1,1,3,1,1,1,1,85,1,85,1,85,85,12,35,20,12,85,29,85,85,37,1,32,1,85,10,7,1,15,85,25,85,85,85,85,85,85,85,2,1,1,85,11,1,85,1,1,1,32,1,22,1,1,1,18,23,85,85,2,1,1,85,32,1,85,85,7,1,1,85,85,85,85,32,1,2,2,2,85,85,2,85,85,85,85,85,85,2,85,85,30,37,24,1,85,85,85,85,35,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,16,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
6,81,5,7,2,2,25,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,14,2,1,1,2,1,1,1,1,23,1,2,1,1,1,1,1,1,1,1,81,81,1,1,81,1,1,1,11,1,32,1,1,1,2,1,1,81,1,1,2,1,81,1,2,1,81,1,1,1,2,1,1,1,1,81,1,2,2,81,81,81,81,81,3,81,5,28,81,16,1,18,1,81,30,15,1,2,81,81,81,81,81,81,81,81,81,2,1,1,81,16,1,81,1,1,1,2,1,27,1,1,1,81,1,81,7,1,1,5,81,28,1,81,81,9,1,81,81,81,81,81,19,21,30,11,81,20,81,1,81,81,81,81,81,10,2,81,81,2,2,81,1,81,81,81,81,24,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,21,25,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
7,28,1,24,1,1,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,77,1,1,77,1,1,1,2,1,77,1,1,20,1,1,1,1,1,1,2,1,77,1,12,2,77,1,1,1,1,1,1,1,1,2,1,77,2,77,77,77,77,10,12,77,77,24,18,2,1,24,1,77,17,8,1,1,77,77,14,77,77,77,77,77,77,8,1,1,77,9,1,77,1,1,1,77,1,24,1,1,1,17,1,77,77,3,1,1,15,77,1,24,77,13,1,1,77,77,77,77,77,2,5,24,2,77,77,1,77,77,77,77,77,77,5,77,77,1,20,24,1,77,77,77,77,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
9,78,2,78,2,2,78,1,2,1,1,1,1,1,1,1,6,1,1,2,1,1,10,1,2,3,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1,1,1,1,78,78,1,1,78,1,1,1,15,1,78,1,1,1,1,1,1,1,1,1,2,1,78,1,1,20,10,1,1,1,1,1,1,1,1,6,1,20,27,78,78,78,20,6,78,78,27,27,78,2,1,27,1,20,78,2,1,1,78,78,78,78,78,78,78,78,78,1,1,1,78,1,1,13,1,1,1,6,1,4,1,2,1,78,1,20,78,1,1,1,12,20,1,78,78,1,1,1,78,27,78,78,78,2,15,2,2,78,78,20,78,78,78,78,78,78,2,78,78,2,27,78,1,2,78,78,78,13,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,24,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
10,80,1,25,1,1,80,1,1,1,1,1,1,1,1,1,9,1,1,6,1,1,80,1,9,6,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,17,80,1,1,80,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,21,1,80,2,1,25,14,1,1,1,9,1,1,1,1,80,1,80,2,80,80,80,80,80,80,80,25,19,80,11,1,21,1,80,80,3,1,1,80,80,80,80,80,80,80,80,80,2,1,1,80,2,1,19,1,1,1,1,1,80,1,1,1,13,1,80,80,1,1,1,2,25,1,80,80,4,1,80,80,80,80,80,80,80,2,80,11,80,80,15,80,80,80,80,80,80,1,80,80,25,80,25,1,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
11,39,8,91,2,10,91,1,1,1,4,1,17,1,1,1,12,1,1,28,1,1,1,1,12,25,1,1,4,1,1,1,1,26,3,1,1,1,1,1,1,1,1,1,29,35,1,1,91,8,1,1,91,1,91,1,1,2,12,2,1,2,1,1,39,1,91,1,17,1,15,1,1,1,1,1,1,1,1,91,1,31,29,91,91,91,91,91,91,91,91,91,91,39,1,91,1,6,33,2,1,1,91,91,23,91,91,91,91,91,91,24,1,2,91,39,1,91,1,1,1,17,1,39,1,2,1,91,1,91,91,1,1,1,2,91,1,33,91,91,1,2,91,91,91,35,91,8,20,91,2,91,91,2,91,91,91,91,91,32,12,91,91,2,91,91,1,20,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,20,27,91,20,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
13,81,2,81,3,1,81,1,2,1,1,1,1,1,1,1,14,1,1,2,1,1,20,1,7,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,23,25,1,1,81,2,1,1,14,1,81,1,1,2,2,1,1,2,2,1,5,1,81,2,81,5,81,1,1,1,2,1,1,1,1,2,1,28,1,81,81,81,2,81,14,81,81,81,81,1,1,14,1,81,18,3,1,9,81,30,81,81,81,81,81,81,81,1,1,1,81,11,1,23,1,1,1,21,1,9,1,1,1,81,81,81,81,2,1,1,19,81,1,81,81,1,1,2,81,81,81,81,28,2,7,10,81,81,81,1,81,81,81,81,81,14,2,28,81,28,81,23,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
12,11,1,27,1,1,78,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,4,78,1,1,19,1,1,1,2,1,78,1,1,1,2,1,1,2,1,1,2,1,19,2,2,19,78,1,1,1,4,1,1,1,1,78,1,22,11,78,27,78,78,78,78,78,78,14,78,78,1,7,1,78,78,2,1,15,78,19,78,78,78,78,78,78,78,2,1,2,78,2,1,9,1,1,1,11,1,78,1,1,1,78,1,78,78,2,1,1,8,78,1,78,78,27,1,2,78,78,27,78,78,2,23,27,2,78,78,1,78,78,78,78,78,78,6,78,78,1,2,78,1,3,23,78,78,78,27,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,16,78,17,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
14,10,3,82,1,1,82,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,29,1,16,1,1,1,1,1,1,1,1,82,2,1,1,82,1,1,1,24,1,82,1,1,13,1,1,1,2,1,1,33,1,14,1,8,2,82,1,1,1,1,1,1,1,1,10,1,1,7,82,82,82,29,21,13,82,6,18,82,1,1,82,1,4,29,15,1,2,82,82,82,82,82,82,82,82,82,29,1,1,82,33,1,82,1,1,1,82,1,24,1,1,1,82,24,82,82,1,1,1,11,82,1,82,82,1,1,2,82,82,82,82,82,2,2,82,6,82,82,29,82,82,82,82,82,19,3,17,82,1,82,21,1,2,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,24,82,82,29,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
15,8,2,25,2,1,24,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,78,1,8,2,1,1,2,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,16,78,1,1,78,1,1,1,78,1,78,1,1,1,1,1,1,2,1,1,1,1,78,1,2,3,78,1,1,1,1,1,1,1,1,2,1,18,18,78,78,78,25,14,78,78,78,78,78,21,1,78,1,78,21,8,1,1,78,27,78,78,78,78,78,78,78,2,1,1,78,3,1,78,1,1,1,1,1,78,1,1,1,8,1,78,78,1,1,2,78,78,1,78,78,78,1,1,78,78,78,78,78,2,2,78,18,21,78,78,78,78,78,78,78,8,8,21,78,1,78,8,1,78,78,78,78,12,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,13,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
